booking_id;hotel;is_canceled;lead_time;arrival_date_week_number;booking_date;arrival_date;arrival_date_day_of_month;stays_in_weekend_nights;stays_in_week_nights;adults;children;babies;meal;country;market_segment;is_repeated_guest;previous_cancellations;assigned_room_type;booking_changes;deposit_type;agent;customer_type;required_car_parking_spaces;total_of_special_requests;prize_per_nigth
7541;NF Hotel;1;5;28;03-07-2025;08-07-2025;8;0;1;2;0;0;BB;Australia;Online TA;0;0;A;0;No Deposit;40;No Contract (Single);0;0;20.0
7542;NF Hotel;0;16;29;03-07-2025;19-07-2025;19;2;2;3;1;0;HB;Vietnam;Groups;0;0;B;0;Non Refund;28;Group Contract;0;2;22.5
7543;NF Hotel;0;41;33;03-07-2025;13-08-2025;13;0;3;0;0;0;BB;United States;Online TA;0;0;B;0;No Deposit;28;No Contract (Group);0;1;25.0
7544;NF Hotel;1;120;44;03-07-2025;31-10-2025;31;0;1;3;0;0;HB;China;Groups;0;0;B;0;No Deposit;28;Group Contract;0;2;22.5
7545;NF Hotel;0;13;29;04-07-2025;17-07-2025;17;0;2;4;0;0;BB;Vietnam;Online TA;0;0;A;0;No Deposit;9;No Contract (Single);1;1;20.0
7546;NF Hotel;1;18;30;04-07-2025;22-07-2025;22;0;1;2;1;0;BB;Japan;Offline TA/TO;0;0;A;0;No Deposit;0;No Contract (Single);0;0;19.0
7547;NF Hotel;0;21;30;04-07-2025;25-07-2025;25;1;1;2;0;0;BB;Thailand;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0;20.0
7548;NF Hotel;0;37;32;04-07-2025;10-08-2025;10;1;3;2;0;0;SC;Other;Offline TA/TO;1;0;A;0;Non Refund;240;No Contract (Single);0;0;19.0
7549;NF Hotel;1;46;34;04-07-2025;19-08-2025;19;1;4;4;0;0;BB;Australia;Direct;0;0;B;0;No Deposit;14;No Contract (Single);0;1;25.0
7550;NF Hotel;0;4;28;05-07-2025;09-07-2025;9;0;2;1;0;0;FB;Malaysia;Corporate;0;0;A;0;No Deposit;0;No Contract (Single);0;0;18.0
7551;NF Hotel;0;49;34;05-07-2025;23-08-2025;23;2;1;4;1;0;HB;Malaysia;Online TA;0;0;B;0;No Deposit;40;Contract (Single);0;0;25.0
7552;NF Hotel;1;6;28;06-07-2025;12-07-2025;12;2;1;2;0;0;BB;South Korea;Offline TA/TO;0;0;A;0;No Deposit;240;No Contract (Single);0;0;19.0
7553;NF Hotel;0;13;29;07-07-2025;20-07-2025;20;1;2;3;0;0;BB;Cambodia;Corporate;0;0;B;0;Refundable;40;No Contract (Group);0;0;22.5
7554;NF Hotel;0;21;31;07-07-2025;28-07-2025;28;0;1;1;0;0;BB;Vietnam;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;0;20.0
7555;NF Hotel;0;60;36;07-07-2025;05-09-2025;5;0;1;2;0;0;BB;Singapore;Offline TA/TO;0;0;A;1;No Deposit;9;No Contract (Single);1;1;19.0
7556;NF Hotel;1;7;29;08-07-2025;15-07-2025;15;0;3;2;2;0;BB;Malaysia;Offline TA/TO;0;0;B;2;No Deposit;9;No Contract (Single);0;0;23.75
7557;NF Hotel;0;27;32;08-07-2025;04-08-2025;4;0;2;3;0;0;BB;South Korea;Online TA;0;0;B;0;No Deposit;9;No Contract (Single);0;1;25.0
7558;NF Hotel;0;36;33;08-07-2025;13-08-2025;13;0;2;1;0;1;BB;China;Offline TA/TO;0;0;A;0;No Deposit;0;No Contract (Single);0;0;19.0
7559;NF Hotel;0;0;28;09-07-2025;09-07-2025;9;0;2;2;0;0;BB;United Kingdom;Direct;0;0;A;0;No Deposit;14;No Contract (Single);0;0;20.0
7560;NF Hotel;0;3;28;09-07-2025;12-07-2025;12;2;1;1;0;0;BB;Cambodia;Direct;0;1;A;0;No Deposit;14;No Contract (Single);0;2;20.0
7561;NF Hotel;0;7;29;09-07-2025;16-07-2025;16;2;5;2;0;0;SC;Thailand;Online TA;0;0;A;0;No Deposit;9;No Contract (Single);0;0;20.0
7562;NF Hotel;0;15;30;09-07-2025;24-07-2025;24;1;2;1;0;0;SC;Cambodia;Corporate;0;0;A;0;Non Refund;0;No Contract (Single);0;2;18.0
7563;NF Hotel;0;1;28;10-07-2025;11-07-2025;11;2;2;2;0;0;BB;South Korea;Corporate;0;0;B;0;Non Refund;9;No Contract (Single);0;2;22.5
7564;NF Hotel;0;2;28;10-07-2025;12-07-2025;12;1;0;1;0;0;HB;Japan;Groups;0;0;A;0;No Deposit;40;Group Contract;0;1;18.0
7565;NF Hotel;0;3;28;10-07-2025;13-07-2025;13;1;0;2;0;0;BB;Germany;Direct;0;0;B;0;No Deposit;9;No Contract (Single);0;1;25.0
7566;NF Hotel;0;16;30;10-07-2025;26-07-2025;26;2;4;1;0;0;SC;United States;Online TA;0;0;B;0;No Deposit;240;No Contract (Single);0;0;25.0
7567;NF Hotel;0;16;30;10-07-2025;26-07-2025;26;2;4;1;0;0;SC;United States;Online TA;0;0;B;0;No Deposit;240;No Contract (Single);0;0;25.0
7568;NF Hotel;1;24;31;10-07-2025;03-08-2025;3;1;0;2;0;0;BB;Germany;Offline TA/TO;0;0;A;0;Non Refund;0;No Contract (Single);0;0;19.0
7569;NF Hotel;1;76;39;10-07-2025;24-09-2025;24;0;1;4;0;0;BB;South Korea;Corporate;0;0;B;0;No Deposit;0;No Contract (Single);0;0;22.5
7570;NF Hotel;0;117;45;10-07-2025;04-11-2025;4;0;3;2;0;0;HB;Cambodia;Corporate;0;0;A;0;No Deposit;9;No Contract (Single);0;0;20.7
7571;NF Hotel;0;3;29;11-07-2025;14-07-2025;14;0;3;1;0;0;BB;United Kingdom;Offline TA/TO;0;0;A;0;No Deposit;240;No Contract (Single);0;2;19.0
7572;NF Hotel;0;10;30;11-07-2025;21-07-2025;21;0;2;2;2;0;BB;Cambodia;Offline TA/TO;0;0;B;0;No Deposit;240;No Contract (Single);0;1;23.75
7573;NF Hotel;1;76;39;11-07-2025;25-09-2025;25;0;1;1;0;0;SC;United Kingdom;Direct;0;0;A;0;No Deposit;0;No Contract (Single);0;0;20.0
7574;NF Hotel;0;1;28;12-07-2025;13-07-2025;13;1;1;1;0;0;BB;United Kingdom;Direct;0;0;A;0;No Deposit;14;No Contract (Single);0;0;20.0
7575;NF Hotel;0;21;31;12-07-2025;02-08-2025;2;2;3;4;0;0;BB;Vietnam;Online TA;0;0;A;0;No Deposit;28;No Contract (Group);0;1;20.0
7576;NF Hotel;0;25;32;12-07-2025;06-08-2025;6;0;3;2;0;0;BB;United States;Direct;0;0;B;0;No Deposit;9;No Contract (Single);1;1;25.0
7577;NF Hotel;0;26;32;12-07-2025;07-08-2025;7;0;1;3;0;0;BB;Cambodia;Online TA;0;0;B;0;No Deposit;14;No Contract (Single);0;0;25.0
7578;NF Hotel;0;29;32;12-07-2025;10-08-2025;10;1;2;4;0;0;BB;United States;Online TA;0;0;B;1;No Deposit;14;No Contract (Single);0;0;25.0
7579;NF Hotel;0;37;34;12-07-2025;18-08-2025;18;0;1;3;0;1;HB;Other;Groups;0;0;A;0;No Deposit;40;Group Contract;0;0;18.0
7580;NF Hotel;0;42;34;12-07-2025;23-08-2025;23;1;0;1;0;0;BB;United Kingdom;Direct;0;0;A;0;No Deposit;0;No Contract (Single);0;0;20.0
7581;NF Hotel;1;71;38;12-07-2025;21-09-2025;21;1;1;2;0;0;BB;Cambodia;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0;20.0
7582;NF Hotel;0;3;29;13-07-2025;16-07-2025;16;2;8;2;0;0;BB;Cambodia;Offline TA/TO;0;0;A;0;No Deposit;14;No Contract (Single);0;2;19.0
7583;NF Hotel;0;5;29;13-07-2025;18-07-2025;18;2;1;2;0;0;;Cambodia;Online TA;0;0;A;0;No Deposit;9;No Contract (Single);0;0;20.0
7584;NF Hotel;0;10;30;13-07-2025;23-07-2025;23;0;2;2;1;0;BB;United States;Online TA;0;0;B;0;No Deposit;28;No Contract (Group);0;1;25.0
7585;NF Hotel;0;15;31;13-07-2025;28-07-2025;28;0;3;2;0;0;BB;Cambodia;Offline TA/TO;0;0;A;0;No Deposit;28;No Contract (Single);0;1;19.0
7586;NF Hotel;0;24;32;13-07-2025;06-08-2025;6;0;3;3;2;0;BB;Malaysia;Offline TA/TO;0;0;B;0;No Deposit;0;Contract (Single);0;1;23.75
7587;NF Hotel;0;24;32;13-07-2025;06-08-2025;6;0;3;3;2;0;BB;Malaysia;Offline TA/TO;0;0;B;0;No Deposit;0;Contract (Single);0;1;23.75
7588;NF Hotel;1;6;29;14-07-2025;20-07-2025;20;1;2;1;0;0;BB;Cambodia;Direct;0;0;A;1;No Deposit;0;No Contract (Single);0;0;20.0
7589;NF Hotel;0;27;32;14-07-2025;10-08-2025;10;1;0;4;0;0;SC;Cambodia;Complementary;0;0;A;0;No Deposit;14;Contract (Single);0;0;0.0
7590;NF Hotel;0;37;34;14-07-2025;20-08-2025;20;0;2;4;0;0;BB;Germany;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;1;20.0
7591;NF Hotel;0;0;29;15-07-2025;15-07-2025;15;0;2;2;0;0;BB;France;Online TA;0;0;B;0;No Deposit;240;No Contract (Single);0;2;25.0
7592;NF Hotel;0;13;31;15-07-2025;28-07-2025;28;0;2;1;0;0;SC;South Korea;Offline TA/TO;0;0;A;0;Non Refund;240;No Contract (Single);0;2;19.0
7593;NF Hotel;0;30;33;15-07-2025;14-08-2025;14;0;1;2;1;0;FB;Japan;Online TA;0;1;B;0;No Deposit;0;No Contract (Single);0;0;25.0
7594;NF Hotel;0;37;34;15-07-2025;21-08-2025;21;0;1;2;0;1;BB;China;Online TA;0;0;B;0;No Deposit;0;No Contract (Single);0;0;25.0
7595;NF Hotel;0;2;29;16-07-2025;18-07-2025;18;2;1;2;0;0;BB;Vietnam;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);1;2;20.0
7596;NF Hotel;0;3;29;16-07-2025;19-07-2025;19;2;1;2;0;0;BB;Cambodia;Online TA;0;0;A;2;No Deposit;0;No Contract (Single);0;0;20.0
7597;NF Hotel;0;10;30;16-07-2025;26-07-2025;26;2;1;3;0;0;BB;Cambodia;Groups;0;0;B;0;No Deposit;28;Group Contract;0;0;22.5
7598;NF Hotel;0;13;31;16-07-2025;29-07-2025;29;0;2;2;2;0;BB;Cambodia;Online TA;0;0;B;0;No Deposit;0;No Contract (Group);0;1;25.0
7599;NF Hotel;0;19;32;16-07-2025;04-08-2025;4;0;1;2;0;0;BB;France;Online TA;0;0;A;0;No Deposit;9;No Contract (Single);0;0;20.0
7600;NF Hotel;0;1;29;17-07-2025;18-07-2025;18;0;1;2;0;0;BB;Vietnam;Complementary;1;0;A;1;No Deposit;40;No Contract (Single);0;0;0.0
7601;NF Hotel;0;1;29;17-07-2025;18-07-2025;18;0;1;2;0;0;BB;Vietnam;Complementary;1;0;A;1;No Deposit;40;No Contract (Single);0;0;0.0
7602;NF Hotel;0;8;30;17-07-2025;25-07-2025;25;1;1;2;0;0;SC;United Kingdom;Offline TA/TO;1;0;A;0;No Deposit;0;No Contract (Single);0;1;19.0
7603;NF Hotel;1;18;32;17-07-2025;04-08-2025;4;0;1;2;0;0;BB;South Korea;Offline TA/TO;0;0;A;0;No Deposit;40;Contract (Single);0;1;19.0
7604;NF Hotel;1;33;34;17-07-2025;19-08-2025;19;0;4;2;0;0;BB;South Korea;Online TA;0;1;A;0;No Deposit;240;No Contract (Single);0;1;20.0
7605;NF Hotel;1;13;31;18-07-2025;31-07-2025;31;0;1;1;0;0;SC;Cambodia;Online TA;0;0;B;0;No Deposit;0;No Contract (Single);0;0;25.0
7606;NF Hotel;0;134;48;18-07-2025;29-11-2025;29;1;0;4;1;0;SC;Cambodia;Online TA;0;0;B;0;No Deposit;240;No Contract (Single);0;0;25.0
7607;NF Hotel;0;1;30;20-07-2025;21-07-2025;21;0;1;1;0;0;SC;France;Corporate;0;0;A;0;No Deposit;28;No Contract (Single);0;0;18.0
7608;NF Hotel;0;5;30;20-07-2025;25-07-2025;25;1;1;2;0;0;BB;South Korea;Online TA;1;0;A;0;Non Refund;240;No Contract (Single);0;0;20.0
7609;NF Hotel;0;7;30;20-07-2025;27-07-2025;27;1;2;1;0;0;SC;Australia;Online TA;0;0;A;0;No Deposit;14;No Contract (Single);0;0;20.0
7610;NF Hotel;0;23;33;20-07-2025;12-08-2025;12;0;2;2;0;0;SC;Vietnam;Direct;0;0;A;0;No Deposit;14;No Contract (Single);0;1;20.0
7611;NF Hotel;0;29;34;20-07-2025;18-08-2025;18;0;2;2;0;0;SC;Singapore;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;0;20.0
7612;NF Hotel;0;7;31;21-07-2025;28-07-2025;28;0;1;1;0;0;BB;South Korea;Offline TA/TO;0;0;A;0;No Deposit;14;No Contract (Single);0;0;19.0
7613;NF Hotel;0;13;31;21-07-2025;03-08-2025;3;1;0;3;2;0;SC;Australia;Online TA;0;0;B;0;No Deposit;0;No Contract (Single);0;1;25.0
7614;NF Hotel;0;18;32;21-07-2025;08-08-2025;8;1;1;2;0;0;SC;China;Offline TA/TO;0;0;B;0;No Deposit;28;No Contract (Single);1;1;23.75
7615;NF Hotel;0;21;33;21-07-2025;11-08-2025;11;0;2;3;0;0;BB;Other;Complementary;0;0;B;0;No Deposit;240;No Contract (Group);0;0;0.0
7616;NF Hotel;0;60;38;21-07-2025;19-09-2025;19;1;1;2;0;0;BB;United States;Offline TA/TO;0;0;A;0;Non Refund;0;No Contract (Single);0;1;19.0
7617;NF Hotel;0;99;44;21-07-2025;28-10-2025;28;0;3;2;0;0;BB;Japan;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;1;20.0
7618;NF Hotel;0;10;31;22-07-2025;01-08-2025;1;1;1;3;0;0;SC;United Kingdom;Online TA;0;0;A;0;No Deposit;9;No Contract (Single);0;1;20.0
7619;NF Hotel;0;16;32;22-07-2025;07-08-2025;7;0;2;2;0;0;BB;Australia;Online TA;0;0;A;0;No Deposit;40;No Contract (Single);0;0;20.0
7620;NF Hotel;0;53;37;22-07-2025;13-09-2025;13;2;0;2;0;0;HB;Cambodia;Offline TA/TO;0;0;A;0;No Deposit;0;No Contract (Single);0;0;19.0
7621;NF Hotel;0;2;30;23-07-2025;25-07-2025;25;2;1;1;0;0;BB;Cambodia;Direct;0;0;A;0;No Deposit;0;No Contract (Group);0;0;20.0
7622;NF Hotel;0;3;30;23-07-2025;26-07-2025;26;1;0;1;0;0;HB;Other;Direct;1;0;B;0;No Deposit;0;No Contract (Single);0;1;25.0
7623;NF Hotel;0;13;32;23-07-2025;05-08-2025;5;0;3;2;0;0;BB;Cambodia;Direct;1;0;A;0;No Deposit;9;No Contract (Single);0;1;20.0
7624;NF Hotel;1;24;33;23-07-2025;16-08-2025;16;2;0;2;1;0;BB;Cambodia;Direct;0;0;B;0;No Deposit;40;No Contract (Single);0;1;25.0
7625;NF Hotel;0;37;35;23-07-2025;29-08-2025;29;1;1;2;0;0;SC;China;Online TA;0;0;A;0;No Deposit;9;Contract (Single);1;2;20.0
7626;NF Hotel;1;0;30;24-07-2025;24-07-2025;24;2;3;2;0;0;SC;South Korea;Online TA;1;0;B;0;No Deposit;240;No Contract (Single);0;2;25.0
7627;NF Hotel;1;1;30;24-07-2025;25-07-2025;25;2;5;2;1;0;BB;Cambodia;Groups;0;0;B;0;No Deposit;0;Group Contract;0;0;22.5
7628;NF Hotel;0;11;32;24-07-2025;04-08-2025;4;0;3;2;0;0;HB;Cambodia;Corporate;0;0;A;0;No Deposit;0;No Contract (Single);0;1;18.0
7629;NF Hotel;1;11;32;24-07-2025;04-08-2025;4;0;2;3;2;0;BB;United States;Online TA;0;0;B;0;No Deposit;28;Contract (Single);0;0;25.0
7630;NF Hotel;0;15;32;24-07-2025;08-08-2025;8;1;1;2;0;0;BB;Vietnam;Direct;0;0;A;0;No Deposit;40;No Contract (Single);0;1;20.0
7631;NF Hotel;0;23;33;24-07-2025;16-08-2025;16;1;0;2;0;0;BB;United States;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1;20.0
7632;NF Hotel;0;27;34;24-07-2025;20-08-2025;20;0;1;2;0;0;BB;South Korea;Online TA;1;0;A;1;No Deposit;0;Contract (Single);0;1;20.0
7633;NF Hotel;0;29;34;24-07-2025;22-08-2025;22;0;1;2;0;0;BB;Cambodia;Corporate;0;0;A;0;No Deposit;14;No Contract (Single);0;2;18.0
7634;NF Hotel;1;40;36;24-07-2025;02-09-2025;2;0;3;3;0;0;BB;China;Corporate;0;0;B;0;No Deposit;9;No Contract (Single);0;2;22.5
7635;NF Hotel;0;41;36;24-07-2025;03-09-2025;3;0;1;1;0;0;HB;Thailand;Direct;0;0;B;0;No Deposit;9;No Contract (Single);1;1;25.0
7636;NF Hotel;1;28;34;25-07-2025;22-08-2025;22;0;1;2;0;0;BB;Thailand;Online TA;1;0;A;0;No Deposit;0;No Contract (Group);0;1;20.0
7637;NF Hotel;0;41;36;25-07-2025;04-09-2025;4;1;2;2;0;0;BB;South Korea;Online TA;0;0;A;0;No Deposit;14;No Contract (Single);0;0;20.0
7638;NF Hotel;0;41;36;25-07-2025;04-09-2025;4;1;2;2;0;0;BB;South Korea;Online TA;0;0;A;0;No Deposit;14;No Contract (Single);0;0;20.0
7639;NF Hotel;0;0;30;26-07-2025;26-07-2025;26;2;1;2;0;0;BB;Vietnam;Offline TA/TO;0;0;A;2;No Deposit;240;No Contract (Single);0;0;19.0
7640;NF Hotel;0;3;31;26-07-2025;29-07-2025;29;0;2;2;0;0;BB;China;Direct;0;0;A;0;No Deposit;9;No Contract (Single);0;0;20.0
7641;NF Hotel;1;5;31;26-07-2025;31-07-2025;31;2;2;2;0;0;BB;Other;Corporate;1;0;A;2;No Deposit;9;No Contract (Single);0;1;18.0
7642;NF Hotel;0;12;32;26-07-2025;07-08-2025;7;1;2;2;0;0;SC;Vietnam;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;0;20.0
7643;NF Hotel;0;14;32;26-07-2025;09-08-2025;9;2;1;2;0;0;SC;China;Offline TA/TO;0;0;A;0;No Deposit;9;No Contract (Single);0;1;19.0
7644;NF Hotel;1;50;37;26-07-2025;14-09-2025;14;1;0;2;0;0;BB;China;Online TA;0;0;A;0;No Deposit;14;Contract (Single);0;0;20.0
7645;NF Hotel;0;52;38;26-07-2025;16-09-2025;16;0;1;2;0;0;BB;South Korea;Corporate;0;0;A;0;No Deposit;240;No Contract (Single);0;0;18.0
7646;NF Hotel;0;1;31;27-07-2025;28-07-2025;28;0;1;1;0;0;SC;China;Online TA;0;0;A;0;No Deposit;28;No Contract (Single);0;0;20.0
7647;NF Hotel;0;7;31;27-07-2025;03-08-2025;3;1;3;2;0;0;BB;Cambodia;Online TA;0;0;B;0;Refundable;240;No Contract (Single);0;2;25.0
7648;NF Hotel;0;9;32;27-07-2025;05-08-2025;5;0;4;3;1;0;BB;Japan;Corporate;0;0;B;0;No Deposit;0;No Contract (Single);0;1;22.5
7649;NF Hotel;0;9;32;27-07-2025;05-08-2025;5;0;4;4;0;0;HB;Malaysia;Direct;0;0;B;0;No Deposit;14;Contract (Single);0;3;25.0
7650;NF Hotel;0;12;32;27-07-2025;08-08-2025;8;2;1;3;0;0;BB;United States;Online TA;0;0;A;0;No Deposit;14;No Contract (Group);0;1;20.0
7651;NF Hotel;0;13;32;27-07-2025;09-08-2025;9;2;0;1;0;0;BB;France;Offline TA/TO;0;0;B;0;No Deposit;0;No Contract (Single);0;1;23.75
7652;NF Hotel;0;15;33;27-07-2025;11-08-2025;11;1;5;1;0;0;BB;Cambodia;Direct;0;0;A;0;No Deposit;9;Contract (Single);0;0;20.0
7653;NF Hotel;0;40;36;27-07-2025;05-09-2025;5;1;1;2;0;0;HB;Cambodia;Online TA;0;0;A;0;No Deposit;14;No Contract (Single);0;2;20.0
7654;NF Hotel;0;51;38;27-07-2025;16-09-2025;16;0;1;3;0;0;BB;Australia;Online TA;0;0;B;0;No Deposit;0;Contract (Single);0;2;25.0
7655;NF Hotel;1;56;38;27-07-2025;21-09-2025;21;1;1;2;0;0;BB;Thailand;Online TA;0;0;A;1;No Deposit;0;No Contract (Single);0;0;20.0
7656;NF Hotel;0;0;31;28-07-2025;28-07-2025;28;0;1;1;0;0;BB;Malaysia;Corporate;0;0;A;0;No Deposit;240;No Contract (Single);0;0;18.0
7657;NF Hotel;0;1;31;28-07-2025;29-07-2025;29;0;2;2;0;0;SC;Germany;Offline TA/TO;0;0;A;0;Non Refund;0;No Contract (Single);0;0;19.0
7658;NF Hotel;1;5;31;28-07-2025;02-08-2025;2;1;0;1;0;0;SC;China;Online TA;0;0;A;0;No Deposit;0;No Contract (Group);0;0;20.0
7659;NF Hotel;0;9;32;28-07-2025;06-08-2025;6;1;3;2;2;0;BB;Malaysia;Groups;0;0;B;0;No Deposit;0;Group Contract;0;1;22.5
7660;NF Hotel;1;37;36;28-07-2025;03-09-2025;3;0;2;2;1;0;BB;Cambodia;Online TA;0;0;B;0;No Deposit;9;Contract (Single);0;0;25.0
7661;NF Hotel;0;104;45;28-07-2025;09-11-2025;9;1;0;1;0;0;BB;Cambodia;Online TA;0;0;B;0;No Deposit;240;Contract (Single);0;1;25.0
7662;NF Hotel;0;3;31;29-07-2025;01-08-2025;1;2;1;2;0;0;BB;Australia;Online TA;1;0;A;0;No Deposit;240;No Contract (Single);0;0;20.0
7663;NF Hotel;0;3;31;29-07-2025;01-08-2025;1;0;1;3;0;0;BB;United States;Online TA;0;0;B;0;No Deposit;9;No Contract (Single);0;0;25.0
7664;NF Hotel;0;19;33;29-07-2025;17-08-2025;17;1;0;2;0;0;BB;Cambodia;Online TA;0;0;B;0;No Deposit;240;No Contract (Single);0;1;25.0
7665;NF Hotel;0;24;34;29-07-2025;22-08-2025;22;1;1;1;0;0;BB;United States;Corporate;0;0;A;0;No Deposit;240;No Contract (Single);0;0;18.0
7666;NF Hotel;0;46;37;29-07-2025;13-09-2025;13;2;0;2;0;0;BB;Cambodia;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;3;20.0
7667;NF Hotel;0;16;33;30-07-2025;15-08-2025;15;2;1;2;0;0;BB;China;Online TA;0;0;A;0;Non Refund;9;No Contract (Single);0;2;20.0
7668;NF Hotel;0;16;33;30-07-2025;15-08-2025;15;1;1;1;0;0;HB;Cambodia;Online TA;0;0;A;1;Non Refund;9;No Contract (Single);0;0;20.0
7669;NF Hotel;0;22;34;30-07-2025;21-08-2025;21;2;2;1;0;0;HB;Singapore;Corporate;0;0;A;0;No Deposit;14;No Contract (Single);0;0;18.0
7670;NF Hotel;0;26;35;30-07-2025;25-08-2025;25;0;2;2;0;0;BB;Cambodia;Online TA;0;0;B;0;No Deposit;0;No Contract (Single);1;1;25.0
7671;NF Hotel;0;39;36;30-07-2025;07-09-2025;7;1;0;2;0;0;SC;United States;Offline TA/TO;0;0;A;0;No Deposit;240;No Contract (Single);0;0;19.0
7672;NF Hotel;1;50;38;30-07-2025;18-09-2025;18;0;2;2;0;0;BB;United Kingdom;Direct;0;0;B;0;No Deposit;9;No Contract (Single);0;0;25.0
7673;NF Hotel;0;6;32;31-07-2025;06-08-2025;6;0;2;1;0;0;FB;Australia;Offline TA/TO;1;0;A;0;No Deposit;0;No Contract (Single);0;0;19.0
7674;NF Hotel;0;9;32;31-07-2025;09-08-2025;9;2;1;2;0;0;BB;United States;Corporate;0;0;A;0;No Deposit;0;No Contract (Single);0;1;18.0
7675;NF Hotel;0;16;33;31-07-2025;16-08-2025;16;2;0;2;0;0;BB;Cambodia;Online TA;0;0;A;0;No Deposit;40;No Contract (Single);0;0;20.0
7676;NF Hotel;1;20;34;31-07-2025;20-08-2025;20;0;3;2;0;0;HB;France;Online TA;0;0;B;2;No Deposit;28;No Contract (Single);0;2;25.0
7677;NF Hotel;0;23;34;31-07-2025;23-08-2025;23;1;0;2;0;0;HB;France;Online TA;0;0;A;0;No Deposit;9;No Contract (Single);0;1;20.0
7678;NF Hotel;1;46;38;31-07-2025;15-09-2025;15;0;1;2;0;0;HB;United States;Direct;0;0;A;0;No Deposit;14;No Contract (Single);0;0;20.0
7679;NF Hotel;1;1;31;01-08-2025;02-08-2025;2;1;0;2;0;0;BB;Australia;Online TA;0;0;A;1;No Deposit;9;No Contract (Single);0;0;20.0
7680;NF Hotel;0;1;31;01-08-2025;02-08-2025;2;2;0;2;0;0;BB;Australia;Online TA;0;1;A;0;No Deposit;9;No Contract (Single);0;0;20.0
7681;NF Hotel;1;2;31;01-08-2025;03-08-2025;3;1;0;2;2;0;BB;United States;Complementary;0;0;B;0;No Deposit;0;No Contract (Single);0;0;0.0
7682;NF Hotel;1;4;32;01-08-2025;05-08-2025;5;0;2;2;1;0;BB;Japan;Groups;1;0;B;0;No Deposit;0;Group Contract;0;0;22.5
7683;NF Hotel;0;35;36;01-08-2025;05-09-2025;5;0;1;1;0;0;BB;Japan;Online TA;0;0;A;0;No Deposit;0;No Contract (Group);0;0;20.0
7684;NF Hotel;0;7;32;02-08-2025;09-08-2025;9;2;1;1;0;0;SC;France;Offline TA/TO;1;0;A;0;No Deposit;0;No Contract (Single);0;0;19.0
7685;NF Hotel;1;9;33;02-08-2025;11-08-2025;11;0;5;2;0;0;BB;South Korea;Online TA;1;0;A;0;No Deposit;9;No Contract (Group);0;3;20.0
7686;NF Hotel;0;16;34;02-08-2025;18-08-2025;18;0;2;1;0;0;BB;United Kingdom;Direct;0;0;A;0;No Deposit;28;Contract (Single);1;0;20.0
7687;NF Hotel;0;19;34;02-08-2025;21-08-2025;21;0;1;2;0;0;BB;United States;Online TA;0;0;A;0;Non Refund;40;No Contract (Single);0;3;20.0
7688;NF Hotel;0;34;36;02-08-2025;05-09-2025;5;2;2;2;1;0;BB;United States;Direct;0;0;B;0;No Deposit;14;Contract (Single);0;3;25.0
7689;NF Hotel;1;147;52;02-08-2025;27-12-2025;27;2;0;2;2;0;BB;Germany;Online TA;1;0;A;0;No Deposit;9;No Contract (Single);0;1;23.0
7690;NF Hotel;0;1;32;03-08-2025;04-08-2025;4;0;2;2;0;0;BB;South Korea;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;0;20.0
7691;NF Hotel;1;3;32;03-08-2025;06-08-2025;6;0;1;2;0;0;BB;Thailand;Direct;0;0;B;0;Non Refund;14;No Contract (Single);0;1;25.0
7692;NF Hotel;0;3;32;03-08-2025;06-08-2025;6;0;2;2;0;0;;Cambodia;Offline TA/TO;0;0;A;0;No Deposit;0;No Contract (Single);0;1;19.0
7693;NF Hotel;0;13;33;03-08-2025;16-08-2025;16;1;0;3;0;0;BB;Cambodia;Online TA;0;0;B;0;No Deposit;240;No Contract (Single);0;0;25.0
7694;NF Hotel;0;31;36;03-08-2025;03-09-2025;3;1;3;3;0;0;BB;United Kingdom;Direct;0;0;B;0;No Deposit;40;No Contract (Group);0;0;25.0
7695;NF Hotel;0;7;33;04-08-2025;11-08-2025;11;0;2;3;0;0;BB;Other;Online TA;0;0;B;1;No Deposit;0;No Contract (Single);0;0;25.0
7696;NF Hotel;0;9;33;04-08-2025;13-08-2025;13;0;2;3;0;0;BB;Germany;Offline TA/TO;1;0;B;0;No Deposit;40;No Contract (Single);0;2;23.75
7697;NF Hotel;1;14;34;04-08-2025;18-08-2025;18;0;3;2;0;0;;Cambodia;Online TA;0;0;A;1;No Deposit;240;No Contract (Single);0;0;20.0
7698;NF Hotel;0;18;34;04-08-2025;22-08-2025;22;1;1;2;0;0;BB;France;Online TA;0;0;A;0;No Deposit;240;Contract (Single);0;0;20.0
7699;NF Hotel;0;19;34;04-08-2025;23-08-2025;23;2;1;2;0;0;BB;Cambodia;Direct;1;0;A;0;Refundable;40;No Contract (Single);0;0;20.0
